XVPM,GWYH,TRAT,TLLZ,IGGA,HYKR,EDFS,GUUB,MGJM,JHZC,TARGET CLASS
614.6873033,1361.510241,1981.423397,554.9982948,927.8012948,1803.643759,1815.807058,1061.483271,1478.005825,2714.014589,0
860.2394627,503.2860862,1648.890699,669.9775638,868.1604893,2249.416078,1229.489836,560.2461455,1340.048855,1956.143963,1
1012.192648,1452.488055,1062.443411,396.8619398,392.6934355,1536.556771,1411.717798,938.4617895,1262.241003,2863.886466,0
1683.236612,765.8518211,953.8805242,692.5416082,865.1197833,1359.363648,1093.087121,438.6771501,872.2873799,1214.884713,0
1141.766252,630.8486087,1625.110584,784.54083,1225.703178,1562.761891,2185.392658,769.5944799,1306.383454,1020.550724,1
1341.384974,1583.708984,419.2743175,518.5960922,1532.863815,1790.273511,1406.436978,779.5505795,1495.931675,1952.302693,0
1236.352616,837.4628111,1827.396002,637.0145739,1028.326419,1694.427342,2049.388867,129.734401,893.1019731,1814.158083,1
1044.250571,666.4752891,3145.317108,513.4259383,1271.145934,1648.828815,1899.029758,681.8260364,1059.183517,2022.115782,1
668.2646845,722.4889755,1526.810017,749.9006574,789.3105568,911.116752,1566.335706,1083.903617,1319.173778,1357.615772,0
1053.161334,1042.172933,1432.042242,354.1131649,846.9840371,1718.687933,1506.499281,22.13534772,1218.867055,487.8995895,1
497.0082101,1527.891953,1015.97359,496.6568399,534.4127333,1261.03097,1248.731231,936.3829759,1675.434973,2347.593548,0
1079.341122,514.0780026,920.6344034,401.2762707,608.2608233,825.3242057,835.0146264,665.7121586,550.9091927,1038.567832,0
491.0916572,1490.05028,1802.669658,569.7517112,1433.573055,1212.676944,1430.71827,337.2405078,951.1690177,902.6406459,1
911.367007,1179.706243,419.1446716,414.1793958,1226.31016,668.373819,1264.37257,709.6998697,1558.201799,2452.56277,0
1590.809482,1642.075056,692.7236179,477.0143836,356.6948491,1507.04839,1372.053829,1020.374375,817.3594707,1580.19138,0
665.9465782,482.1811454,874.8665499,604.8650648,1136.385854,875.7850132,1655.062512,477.6063606,1476.546433,1403.963243,1
711.942435,1062.271108,2433.018735,494.9857373,784.4473543,1279.64648,1373.683669,1046.538624,1347.719082,30.89,1
1031.108637,1308.231193,1513.771602,629.162226,1141.50539,1534.485969,2880.647581,491.83206,1406.03332,650.9973772,1
832.7765511,1167.912295,1095.204757,59.78953749,954.1954158,1858.60816,898.6295365,574.0840456,610.7324718,1365.793317,0
1383.544372,2015.830581,1247.78959,650.3055566,1141.132597,1198.107703,2044.688165,852.5233392,1028.28798,1058.974359,0
736.8875308,875.0878536,2260.113563,649.3387812,762.1537356,1681.068813,1739.319705,285.4430335,776.0948833,1032.524304,1
700.8358768,451.0183884,2201.8823,348.0601999,1498.471593,882.2586374,1867.352455,894.0774466,797.9729201,1294.903227,1
2117,777.0322115,2443.784159,605.0519286,827.1521464,1395.724134,1357.40138,765.0459411,1245.559936,1362.288219,1
1235.970965,488.1910092,1891.716112,69.21474681,668.4148446,1581.976504,1200.370435,748.8345624,1143.195368,2281.552611,1
1011.425541,1040.866965,2453.025782,609.4245805,1202.431723,1163.093627,812.3824536,520.0745574,531.67972,2182.01853,0
967.4111708,1190.831463,2547.641704,792.5245443,1128.124275,1846.63301,1768.068412,806.4687011,1189.600547,1017.712403,1
686.5256322,805.5170147,2341.227581,446.8379823,1173.732399,1253.515073,1901.498393,194.0951355,649.5737875,1626.451935,1
829.5749643,918.4005417,750.3130413,445.2282496,330.3301959,1421.075475,602.2659845,707.5639664,639.9727793,1174.740097,0
1165.696278,495.2842986,2095.96948,650.2555888,1536.831901,1526.076656,2116.942379,638.5634984,1180.257522,1004.955772,1
1725.192322,1734.43188,982.4933796,561.0618046,658.225378,2171.898213,1058.992788,918.6570385,1309.517444,1649.611512,0
1027.69163,1036.503085,708.4253382,534.9524316,733.8245828,1669.028837,702.2118789,421.8494306,632.4959136,2154.952201,0
1319.51501,1534.536611,629.2115095,644.6340126,744.6093994,900.7456849,2015.89516,590.7600117,1190.967808,686.950941,1
1512.528509,1259.595165,422.46375,583.4445519,821.1814135,1715.725165,2563.067663,942.1086727,1394.464832,1238.542582,0
587.9290512,1464.856433,1439.482088,676.188531,605.2031771,1495.360377,1171.491168,346.205641,839.3799349,1275.951194,0
745.467091,1207.316744,1927.468268,536.3777371,1787.648,2029.027066,1821.27251,712.3771096,1736.917671,1408.214382,1
1104.657713,667.2022098,1962.601729,580.7437125,1033.295278,1802.680915,299.6261702,878.152546,1269.726178,2484.396852,0
466.7756395,1295.317204,1658.859827,36.24455316,850.9505291,1767.277257,1341.548188,452.2020926,1126.249479,1324.744743,1
1341.612111,1367.258696,932.9520025,569.9218622,606.473081,2361.152292,2328.581481,557.0436972,1196.739608,1959.464815,1
1421.808745,990.2136168,2893.285685,484.166209,1569.006387,1228.708891,1266.179257,895.053886,1050.849777,624.1219264,1
1170.802929,431.625767,2039.300453,625.4661282,852.9023631,770.9962263,1877.265166,691.8354458,798.6847302,715.3299917,1
980.0403152,1256.985668,1026.701345,563.776131,702.9470968,2243.116967,1981.943073,525.6367947,476.4124134,1092.713258,0
1334.242233,351.5178479,2337.724854,457.4592836,924.7095873,1878.98674,1437.678524,252.2403987,1147.235271,994.3793442,1
772.6482244,732.3582701,1842.837032,360.0132144,842.4625952,2334.224278,1995.031019,178.6049954,1246.187742,1637.77473,1
1104.891175,1258.489262,863.2973615,470.9124522,593.6726225,2223.328371,77.06561401,654.9938205,1418.789709,1291.455083,0
1076.66076,745.4480448,1158.560998,693.8188804,826.7258299,756.2505639,1800.551897,692.2281939,494.597093,1332.098421,0
1314.60145,1072.048038,1831.396464,501.8283471,1229.600858,625.5273183,1932.990983,198.709164,581.1691632,1643.887792,1
765.9753898,789.8880553,2627.741402,307.6290443,986.3783684,2230.402855,1107.925387,395.0133847,729.6225395,1461.087931,1
811.995372,248.9855904,1603.614413,615.6610044,803.5409033,1680.412289,1640.343246,743.0271372,989.5891625,2151.144028,0
1390.453454,1025.993429,203.4835176,260.9783251,701.4694124,2272.473093,1655.938585,630.3816152,1151.268202,1326.009537,0
568.1956871,1291.481882,1969.97647,560.4997528,524.5621569,1372.399279,1449.96021,908.4429096,345.6893437,1915.927624,1
641.3833034,951.2415624,2325.095772,392.1693957,1027.068952,2241.332123,2083.12783,971.9235231,665.7737225,2150.013772,1
760.7135738,428.6787532,1718.412013,457.3245863,1581.288439,1624.016684,1467.557978,513.5246644,1471.960126,706.8144662,1
1288.701685,1172.666864,1744.354118,454.5176957,369.6702181,401.9649804,1409.200214,286.8921484,1715.670306,1144.465478,0
1018.10691,1029.421952,2683.481611,585.9263776,1423.503121,1914.534744,2070.006108,372.0732383,1118.54461,996.5156179,1
1142.86332,1082.725153,1568.487299,355.906626,472.7343625,1726.300074,1628.014891,844.7673162,1462.726087,3089,0
943.5185018,731.9665998,2787.577397,452.9464529,843.6090947,1013.998922,1576.606358,286.3642671,960.1142995,2235.236611,1
683.0599686,1442.44286,680.2525187,688.5952561,476.3508287,1517.123762,1759.311138,852.0337216,1385.178987,1694.251949,0
1478.986222,1490.490949,1172.542828,482.2237747,869.9375977,2120.640496,1073.314307,764.1403588,1413.704322,2838.218826,0
1340.595357,863.3612359,1158.05571,503.6981061,907.9642837,2438.847728,1356.147834,274.7507514,1740.224352,1839.763422,0
1034.969456,703.0745322,1815.755137,689.5997723,666.6776151,573.2174616,1209.432816,347.9995226,1138.240271,1261.432377,1
778.046327,1121.509026,2251.278053,450.2589175,887.1797697,2091.886005,1090.111324,457.9633712,383.2600265,2106.89356,1
1540.69155,1072.557732,1461.796701,605.8283581,719.7266503,2265.007874,1490.755951,283.0693862,1242.940275,721.0548659,1
1354.29551,1249.179473,2411.360681,473.1193947,561.3670358,1627.105621,1991.380305,257.8582176,851.2937683,2365.29486,1
939.7537714,772.5193466,2606.805993,558.713672,1320.375123,1794.949939,936.4605058,377.0053846,1326.889646,682.070168,1
1147.775262,947.0484956,1054.909273,524.512729,363.3262902,2640.346206,1249.746521,714.9552691,1222.20904,1196.944577,0
1592.297554,475.865114,1046.38222,511.1840197,507.3540943,1163.973266,1853.150963,499.8612496,730.8011045,1752.387448,0
1084.397714,281.8196404,1891.295699,342.9637775,1087.659025,1402.644084,2806.672367,853.4644841,928.6541101,1230.922431,1
1428.955881,1166.094896,2100.970935,697.2496043,1428.86791,1430.705803,1661.153462,223.2819058,1230.603201,1726.426817,0
1943.17111,1112.209615,1566.935891,387.1625965,1201.924408,1677.708054,1884.408379,537.0746664,637.7435916,2374.101993,1
744.4734862,328.2851635,1098.047961,278.1659006,950.3399772,1305.707679,2005.04665,474.637157,1059.812712,713.1755885,1
662.3407437,158.1242281,1054.179638,289.6409663,896.3872519,1489.080249,1816.244338,621.4553478,993.6152514,1412.279935,1
1158.99361,542.2690255,1847.537657,685.4393652,1129.300051,1368.595434,2213.449218,494.8239219,1111.306586,626.6414683,1
621.325189,972.1200824,2134.149121,253.1291813,1083.510948,712.6811016,2377.627558,608.7568783,1073.731994,2445.41158,1
1668.135434,387.1056292,1089.70061,528.9608014,836.8082078,1884.005216,1497.394595,499.8626924,1336.776337,2156.494419,0
1244.393912,1488.092668,1236.119721,666.7700694,853.182535,1905.454277,1765.875667,261.0410759,691.2612679,1305.506873,0
2003.885341,1738.413768,2035.314555,365.6873422,1478.549672,1641.970323,1360.916098,683.0904439,927.2314095,1487.296309,0
673.9267584,1521.236689,503.737098,393.8736637,1473.820732,2063.247944,1069.324602,599.5850189,1211.707575,1538.549016,1
907.2428475,788.8750789,2253.107522,274.5301678,896.6232958,2431.003678,1429.164929,210.6646308,1172.935526,1316.247716,1
1427.097728,622.1883094,1734.309144,585.7969115,1337.720354,1754.623621,2360.783176,394.8144048,1531.944492,833.8966662,1
569.9389967,591.1806883,2173.605745,510.8123916,1014.661785,1400.659567,1604.137425,300.0576778,1486.965568,2285.460865,1
1024.478231,2060.003115,1611.338863,565.1262844,804.6736096,1823.621576,1902.083051,563.002743,1015.999286,681.5520133,0
859.3312916,409.5185305,1486.434248,569.1114861,1602.244758,943.5749199,1356.689484,574.7057651,1563.057012,1383.185772,0
864.2031988,1026.761547,2076.566083,401.6494918,1418.296003,1649.356309,3069.751106,457.5101637,1090.762392,1251.368674,1
1903.008003,1299.933693,2133.02027,497.9553425,387.9074354,1642.518377,578.1019012,798.4162,1639.138836,1794.81249,0
456.0569015,1257.509044,1090.663136,434.5954121,1417.168902,681.3934711,1585.74502,981.8120173,1356.114322,2282.42942,0
817.4930344,920.2704392,948.1238754,554.2409477,1574.863784,1235.595599,1274.477923,232.2968442,1314.74873,1197.176957,1
1140.727969,962.3615353,1077.433041,308.601394,615.620734,2398.280305,1798.147486,504.6806371,879.8471542,2415.298458,1
1183.662266,738.3090981,2050.2274,520.9114613,1280.984039,1129.856195,2355.869431,151.7441175,1398.064088,990.1780724,1
944.2038775,350.34705,2869.245111,344.0227254,722.013994,1694.51754,1583.5153,452.3472399,1404.417709,1701.333207,1
1572.497995,1332.415589,1474.731897,284.0318073,1461.181329,2507.62764,1513.363026,380.5062495,1073.960731,1350.42833,0
916.8062433,1803.173139,1246.065558,359.7433542,845.0780654,1969.802862,907.2646196,1056.942965,1874.702289,2187.353733,0
546.262822,1080.271004,920.8545749,607.8358705,945.0719519,1510.948045,1427.576978,178.4125843,1012.079484,1514.455045,0
724.9240342,296.0691193,1689.66461,454.2029573,675.6721774,966.1759237,1441.643221,309.5671796,970.9808914,1249.482556,1
649.8109686,1191.992047,2030.233814,342.2098567,648.0584051,1732.14716,2129.19507,656.3750934,471.1213633,461.4161784,1
930.0915534,1356.59902,732.447696,634.1747684,1447.261665,1486.59056,1404.045187,750.0580167,571.7999805,1933.856644,0
700.6683828,852.6088244,2070.827337,525.3630535,582.574288,963.6520743,1523.893879,359.3502179,854.5987338,450.958284,1
541.0505344,1560.851601,500.396138,328.5663774,1187.795098,1268.677842,723.431453,577.4115901,1635.385448,1204.217601,0
1356.714065,1218.674036,394.5408458,447.0610866,1090.075631,1994.225169,1951.267712,1156.168344,745.5628709,1160.487214,0
542.3414907,808.1693794,1279.742724,505.8378786,333.6938605,1723.073391,1776.111115,1031.821225,783.6807939,1001.906859,0
572.9273732,1553.744807,1462.22197,76.31680213,552.1584896,1811.754108,1171.765067,891.1233255,1524.62477,1175.202826,0
575.7357151,1508.707098,1360.810758,467.12204,1152.577105,2552.344665,2137.743871,728.9047832,1312.874441,1987.992779,0
1559.388157,1534.20737,545.0081684,537.0812049,1509.458826,1467.040343,1557.654471,701.3924942,1164.222788,687.5310503,0
892.6917761,626.3435079,1595.941745,736.242737,992.4054528,2053.385592,1731.882342,608.6318442,1277.451836,2150.974638,0
1180.233674,1075.044911,394.9623124,431.5120974,918.6676681,1096.315981,1653.057212,958.8250898,277.0552201,1546.521195,0
1352.039341,1095.382985,974.602597,369.8829734,1224.891808,1325.680188,2594.283749,401.5232952,633.1367641,710.6445862,1
1276.541876,694.0244709,2250.488815,737.5000004,486.9621832,1382.550556,1066.736667,548.2205069,1536.010574,1092.9551,0
1266.270996,329.3335806,1694.108897,556.5901349,1367.459769,1505.23079,2115.40499,506.2518298,1207.67408,2209.642232,1
1290.598915,1458.629532,1723.058892,503.2322716,799.5777123,2352.804808,1473.601435,415.7870979,987.8090315,2611.854865,0
1493.025191,522.7408387,1943.485555,417.8226625,856.2631727,1854.690342,1445.668908,226.3884251,1432.639033,549.2987212,1
1671.861023,1104.020435,1362.605171,708.5429109,619.476108,1021.575391,1074.670074,518.2255461,660.763592,1295.112689,0
899.9447687,1638.569543,1241.424901,634.0725227,188.1694237,1190.560812,960.8774023,764.710415,1403.03485,1766.163064,0
935.6123689,831.3925939,2171.215444,691.9312302,286.5220262,1560.518342,1658.884732,438.9876056,991.1094147,1438.005605,0
649.487051,1607.571446,1779.390528,635.8232362,1209.660785,1905.812171,1771.579003,713.2537074,1519.070542,2468.921076,0
878.276853,1384.93873,820.7722925,500.2760623,757.9144926,2155.988764,321.3267704,655.1579861,1305.8682,2188.295391,0
980.8664286,524.6244797,1155.020668,691.924873,1002.508409,1254.186189,738.1989288,389.3219807,1469.698514,1570.234941,0
1031.281283,1558.612562,693.3920202,512.0032588,1533.824992,1383.889464,1830.762731,255.0534704,1225.903821,1413.334722,0
359.5576973,940.9218473,761.8366861,495.4761255,850.8083198,1570.906675,2400.536712,715.4566489,1110.278662,2070.098387,0
877.1563509,565.229908,1622.257282,356.5486617,1611.670096,686.8341578,1522.440453,608.792513,1083.168842,2281.404807,1
434.6696763,939.2494774,1572.249647,519.1158931,1577.405083,1721.192886,1978.174817,354.4790057,1334.166664,1490.437213,1
1077.562463,712.5079634,2075.124112,423.220577,934.7897834,1913.003231,1303.971198,599.816195,2254.47701,559.225692,1
1071.754947,1171.15171,263.7813255,415.5995593,795.3043415,2134.885655,1768.622114,383.7673895,1153.324869,2046.936984,0
1831.214805,981.8597797,2363.963178,702.9219043,1198.790327,1322.203203,1426.110388,469.423473,1343.259153,1900.744326,0
537.9459388,387.6682498,1564.165209,278.2946615,725.3771272,780.2761768,1615.968495,448.9653611,1130.833015,1017.250152,1
886.6973182,1084.516035,1161.959423,523.0243032,1044.645572,1209.849171,2261.883144,238.1949198,1766.553966,2321.418464,0
1416.344097,579.2151876,1626.725998,733.9085104,1106.032438,1138.811404,1443.891225,769.0003575,900.6641085,2281.427915,0
938.7733862,886.3725998,1152.613447,556.8427679,545.6551255,395.1114568,1532.018727,606.8139043,535.2109065,1628.018563,0
1214.961693,723.7253679,2528.461586,244.8538748,1301.904821,1811.444072,2529.5086,428.7433735,1418.790266,1943.265746,1
1051.110594,1245.29378,1021.790279,329.3125465,542.9806952,1291.49377,1183.621938,293.7187325,1622.478532,256.4159975,1
248.0686747,1443.187626,1970.902148,542.5695896,676.7796824,1627.770464,665.1103927,716.8324514,1189.841536,2060.259125,0
976.0895979,1197.799394,673.0427755,515.2228723,478.4798923,1682.258027,1908.407988,392.7367338,729.4053882,2140.872208,0
1027.110625,858.0160992,3076.89255,438.5145048,894.9380403,1847.122608,2148.373199,555.3391393,1442.558608,2314.894345,1
1331.350334,245.9669231,1561.479144,382.6386289,313.6554648,1594.90623,2153.749116,747.3396197,1483.120606,1724.96438,1
1422.512916,305.7586243,1520.110483,280.7585243,665.3623485,1324.761619,1023.263315,599.966104,479.2562374,1519.713419,0
1243.908774,1137.834372,1425.58035,268.7491193,842.0186192,508.5404365,1178.592993,169.0562812,678.4717942,1769.45065,0
347.9880837,1606.469572,781.2779095,406.5687113,627.7764941,862.4412433,1692.548591,719.2824073,1106.395257,936.4568187,0
1604.781975,705.5388754,2024.282239,225.6645711,474.9326697,862.7654698,2533.787134,671.0209344,1386.945475,1968.37437,0
1098.560074,1062.650762,1354.185179,336.5843049,939.2128734,2414.659298,2442.712535,385.2230449,627.4008318,1688.388189,1
987.3454893,659.7237957,1689.558022,558.0936302,1366.256415,1688.940954,2717.942944,410.4005734,889.1530544,1458.01859,1
1005.883676,1452.696136,417.4391066,638.6447796,879.8708696,957.2798417,925.8318908,629.2706669,745.7804573,1234.561352,0
857.1675211,1380.354517,2250.739571,543.462622,1175.474252,2008.980917,396.4748336,414.0392865,1371.492742,677.0873293,1
546.5127008,435.1593771,1891.829221,349.6814748,1040.294619,1467.952541,1213.295002,435.4548548,521.8779806,1322.674776,1
1406.879423,914.7474772,1894.565329,670.428537,1287.940269,2221.010196,1274.488359,478.7238702,737.6922687,1896.107007,1
1646.547528,1121.155292,1088.485689,524.2614608,168.1762079,1811.290812,1858.321542,677.9727624,1314.233535,728.2639474,0
1663.108238,1151.706798,579.1885379,572.4632693,736.1053275,1168.745781,476.8576262,595.4279557,1084.046929,2016.240803,0
1322.403209,426.1920815,1317.101995,601.5256265,912.0313576,1733.614917,1808.093517,725.2994542,1232.194574,2627.338048,1
1727.042731,738.4008322,1156.732913,454.8281944,1440.563018,974.9396473,1358.326482,503.7151466,1964.290151,1846.275143,0
517.4969688,1513.790439,1480.117307,657.9058365,1359.734761,1706.389866,1038.128868,369.5862266,1253.070092,1412.456288,0
980.8536763,927.7650809,637.6364531,570.2851593,1120.544792,2000.083199,1345.685389,709.8811597,2140.284809,1758.446594,0
1002.286436,1352.348567,549.477345,196.9378137,1114.604985,1402.157896,1268.31689,1135.79197,548.9722482,1689.405247,0
558.5466352,1108.125737,1840.457574,500.6225602,1231.07303,2729.627474,1984.692393,740.6924609,1164.346624,1362.667144,1
1270.152009,1530.910922,2414.683686,483.8052642,1268.800198,1622.716873,1885.59682,383.4045469,343.5435786,1258.960288,1
691.456507,1331.311001,895.8307927,649.1887967,574.545904,1209.456167,864.9375915,368.1240755,1606.667036,1521.621121,0
1653.52232,732.536493,1483.958216,401.8343487,1456.84164,1932.101952,2355.240493,731.7942462,632.4499156,1003.115433,1
1039.818191,1041.772359,769.2294251,571.1999222,1422.045152,2215.571986,2139.604148,731.204529,1190.05835,2202.112679,0
823.5559117,877.6951638,1765.158281,377.0768505,228.691477,362.0475997,2052.812326,609.4194952,1497.969612,1215.438591,1
1031.134533,885.1899486,2047.883011,651.6746418,896.6610347,1310.049316,2774.433747,522.9674717,1461.672622,2261.425947,1
583.2223791,694.6962567,2663.63014,467.7694937,781.5025974,691.5852324,1734.379539,348.8433863,1162.84287,1400.148222,1
758.6749929,692.5769282,1535.71267,438.6452084,1285.776668,1416.030211,1156.720204,419.7428728,468.8577354,609.8729583,0
1039.302535,820.5319259,1131.945373,608.3587697,1016.093783,2557.1464,1542.326757,520.1143085,1014.390791,2076.579539,0
1519.718299,774.2582406,704.6403502,280.1576925,648.9739457,867.7302507,1396.824586,386.4566452,1915.144872,1543.545653,0
1258.069645,1463.46055,664.7878106,201.0841539,556.6179992,1571.174884,1978.702186,738.9641048,1973.150828,2036.77298,0
1225.058594,555.5282195,2701.167456,189.3897099,1230.613812,1492.865635,542.6657136,732.3107046,856.7926808,1385.06643,1
785.2205439,988.067137,765.6062211,653.1452535,1120.869245,740.1798024,1802.203303,621.7353432,822.2299544,2114.039541,0
565.7459916,728.8850439,2527.95397,336.8474269,1059.839966,2101.730096,1041.453658,628.4163822,1664.152689,685.4975098,1
